epoch,family,coverage,count,top_count,size,rep_hex,rep_printable,is_leader
8000,26,0.035309,8173,662,16,865e80a4fc2dc710398f2f9b2cd6b55b,".^...-..9./.,..[",0
8000,27,0.03067,3005,1006,3,80be948ffee6398ff7072c8bba5b3e7d,"......9...,..[>}",0
8500,6,0.088776,17829,618,35,2c1bff5b3e7d8042e534022cf8b5ecff,",..[>}.B.4.,....",0
8500,7,0.069672,9728,906,17,80fcc589fe2bfc8f2ffe2c1bff5b3e7d,".....+../.,..[>}",0
8500,28,0.059479,11663,773,21,fe43398f38ba2c59ff5b3e7dfc06344a,".C9.8.,Y.[>}..4J",0
8500,29,0.039612,9802,767,17,59ff5b3e7dfc06344a2c2cbd3aa6c85d,"Y.[>}..4J,,.:..]",0
8500,30,0.039581,6138,715,10,fc518b65a6dd3bfe2c84e85b3e7d7642,".Q.e..;.,..[>}vB",0
8500,31,0.035522,7815,712,17,b778bfe4ee2c058d414f9707e4145143,".x...,..AO....QC",0
9000,27,0.039673,6849,536,15,948ffee6398ff7072c8bba5b3e7dfc42,"....9...,..[>}.B",0
9000,32,0.038208,6534,604,12,7c5b3e7d1ff676e5412c9f5a38854c48,"|[>}..v.A,.Z8.LH",0
9000,33,0.035767,5793,694,12,e5412c9f5a38854c48593fc5048975da,".A,.Z8.LHY?...u.",0
9000,34,0.033264,8124,944,13,8975daab461c42437c0afc10bca65d99,.u..F.BC|.....].,0
9000,35,0.029419,3756,938,7,4d342c2c8d8c1e9b5d1f125aba39208b,"M4,,....]..Z.9_.",0
9000,36,0.02887,4171,516,9,5b3e7d42c94d342c2c8d8c1e9b5d1f12,"[>}B.M4,,....]..",0
9500,15,0.067566,19438,1035,36,41eb2cc9ff5b3e7dded82fa42c2cd03a,"A.,..[>}../.,,.:",0
9500,37,0.045593,9908,778,20,fe2cffff5b3e7d141841342c40de8bbf,".,..[>}..A4,@...",0
9500,38,0.042389,12139,868,18,065b3e7dae42530b1d2c343bf3345dbb,".[>}.BS..,4;.4].",0
9500,39,0.03421,6538,595,13,6c401d067aa0cd8ffcfe2cffff5b3e7d,"l@..z.....,..[>}",0
9500,40,0.026062,7302,792,11,8f30702cc0065b3e7dae42530b1d2c34,".0p,..[>}.BS..,4",0
9500,41,0.021027,8673,615,16,2cb0115b3e7dfcea0f112c2cd573439b,",..[>}....,,.sC.",0
10000,0,0.068237,9060,629,17,2ffe2ca8ff5b3e7df9424d342c2c8d8c,"/.,..[>}.BM4,,..",1
10000,41,0.06308,13153,955,20,5b3e7dfcea0f112c2cd573aa9b5dc6ef,"[>}....,,.s..]..",0
10000,42,0.044647,19005,1129,22,d573aa9b5dc6ef296444f588b35d2f87,.s..]..)dD...]/.,0
10000,43,0.040894,9613,855,16,26af895efe2cb4c95b3e7dfc42f8f02c,"&..^.,..[>}.B..,",0
10000,44,0.039581,10795,965,13,f4cf821b2c8a725b3e7db79d8ba42c1b,"....,.r[>}....,.",0
10000,45,0.037933,2046,803,3,802c728f0d83ad98a17f2cb0115b3e7d,".,r.......,..[>}",0
10500,46,0.085999,19349,991,33,57a92ffe2c6eff5b3e7dac42ae05412c,"W./.,n.[>}.B..A,",0
10500,47,0.039185,6881,620,14,83ad98a17f2cb0115b3e7d75ea0f112c,".....,..[>}u...,",0
10500,48,0.036163,7240,666,13,775b3e7d6db43434b02c9503741b435d,"w[>}m.44.,..t.C]",0
10500,41,0.033478,3385,598,6,b0115b3e7d75ea0f112c2cd573439b5d,"..[>}u...,,.sC.]",0
10500,49,0.030945,4054,646,8,725b3e7db79d8ba42c1bd5f2dc105dc7,"r[>}....,.....].",0
10500,50,0.030914,3026,457,7,2b398f41eb2cc9ff5b3e7dc0d82fa42c,"+9.A.,..[>}../.,",0
11000,51,0.053406,7824,470,18,432cd3cc09439b5dc6efab8144f5b6b3,"C,...C.]....D...",0
11000,48,0.032043,7989,897,13,2c80775b3e7d6db43434b02c9503741b,",.w[>}m.44.,..t.",0
11000,52,0.029236,3240,820,5,806c0988d2f6498fbbcf2cc9745b3e7d,".l....I...,.t[>}",0
11000,53,0.028351,2574,476,6,80d67a8ffe92398ff7074b80c377292a,..z...9...K..w)*,0
11000,54,0.026886,8491,747,15,e35b3e7dfc493404cd2cf8fb254f5dd3,".[>}.I4..,..%O].",0
11000,55,0.023712,2325,493,5,5d1a23639ec8eeeba765698f50c4604a,].#c.....ei.P.`J,0
11500,37,0.045197,12219,926,24,ff5b3e7d141841342c401d8bbf5872c4,".[>}..A4,@...Xr.",0
11500,56,0.0448,10141,516,22,bf5872c480d571d158347e5d4020bdc2,.Xr...q.X4~]@_..,0
11500,57,0.031036,3344,546,7,5d997e2dc201ed1742a4f0aa843fca2b,].~-....B....?.+,0
11500,58,0.024689,8411,791,13,ba022c4353e5ffa49b94ec59bee72769,"..,CS......Y..'i",0
11500,59,0.02182,4584,693,7,a9375b3e7df24271ba022c4353e5ffa4,".7[>}.Bq..,CS...",0
11500,60,0.020508,6896,610,12,e72769be4b11bcaf93d4a4d25dc1e456,.'i.K.......]..V,0
12000,54,0.067596,14142,683,29,2c8ce35b3e7dfc493404cd2cf8fb254f,",..[>}.I4..,..%O",0
12000,61,0.046753,9049,692,18,fccb718b32716b1c112c8ce35b3e7dfc,"..q.2qk..,..[>}.",0
12000,41,0.039642,5459,524,13,7f2cb0115b3e7d75320fff2c2cd57343,".,..[>}u2..,,.sC",0
12000,62,0.030731,6129,853,10,3488b35d2f87e1c3a6a0015d997e59c2,4..]/......].~Y.,0
12000,63,0.023071,5428,618,12,f8fb254f5dd35d8401f33672a63716d1,..%O].]...6r.7..,0
12000,64,0.022858,2622,385,7,c8fe43e98f577a88ec91b23e7dfc06e4,..C..Wz....>}...,0
12500,41,0.061554,11908,526,27,13b0115b3e7d75ea50612c7ed573439b,"...[>}u.Pa,~.sC.",0
12500,65,0.043396,6134,586,13,4ddd6b211c172c8ce35b3e7dfc491904,"M.k!..,..[>}.I..",0
12500,47,0.036743,4885,672,10,4e7094637f2cb0115b3e7d75320fff2c,"Np.c.,..[>}u2..,",0
12500,66,0.030975,5149,606,10,e10dbea41a092fdc2ca9375b3e7d1a2c,"....../.,.7[>}.,",0
12500,49,0.029388,4365,481,10,5b3e7db79deea42cf4d516dcf65d27eb,"[>}....,.....]'.",0
12500,67,0.023651,5850,707,12,7c39a6ae5d7bb7b830a95cd15dd36d0d,|9..]{..0.\.].m.,0
13000,68,0.073456,20844,974,40,f68f07e6ad20eaf2ee8f985b3e7dfcea,....._.....[>}..,0
13000,54,0.04895,6815,648,14,5b3e7dfc493404212cf8fb25885df26d,"[>}.I4.!,..%.].m",0
13000,69,0.039276,7076,659,13,80fc4eb04d322b6b93fc2cf5e35b3e7d,"..N.M2+k..,..[>}",0
13000,70,0.037292,11810,607,24,e639c880d6028ffe923955f76bbab1f9,.9.......9U.k...,0
13000,71,0.036011,4741,529,10,5b3e7d51aaa8f02c8cae8dbed85d3a6d,"[>}Q...,.....]:m",0
13000,0,0.034973,7790,624,15,93fc2cf5e35b3e7dfc493404212cf8fb,"..,..[>}.I4.!,..",1
13500,47,0.097198,17391,1057,28,ad989ef22cb0275b3e7d07ea92116d2c,"....,.'[>}....m,",0
13500,72,0.053284,11520,607,22,4a5b3e7dc57550612c7e1173d1a45dbc,"J[>}.uPa,~.s..].",0
13500,45,0.048401,8055,1019,13,2c728f916cad85a17f7456115b3e7d39,",r..l....tV.[>}9",0
13500,73,0.046051,6369,652,13,8e72299e445488b35d5fcb1ebf24077f,.r).DT..]_...$..,0
13500,74,0.038391,5170,626,9,9e445488b35d2fe51ebf24c77f9a4437,.DT..]/...$...D7,0
13500,75,0.034302,3251,618,6,a17f7456115b3e7d39ea50612c2cd573,"..tV.[>}9.Pa,,.s",0
14000,41,0.07547,8557,680,18,b0115b3e7d393b50612c2cd573439b5d,"..[>}9;Pa,,.sC.]",0
14000,49,0.074036,20126,700,37,725b3e7db79d71a42c1bd5ecdc6a5dc7,"r[>}..q.,....j].",0
14000,76,0.070251,15279,831,25,916c0b8542d874b0115b3e7d393bee61,.l..B.t..[>}9;.a,0
14000,77,0.064117,9377,653,18,405b3e7de046460ba42c0db2433f5dc0,"@[>}.FF..,..C?].",0
14000,78,0.037964,4709,715,9,c34f0b97e7622d6014b61d8a64e5ca0d,.O...b-`....d...,0
14000,79,0.035645,6358,519,14,d6022e279239c8f759bab1f95979e6e9,...'.9..Y...Yy..,0
14500,80,0.081085,13230,742,28,6b9b5b3e7dfc69a011ca2c89b243225d,"k.[>}.i...,..C""]",0
14500,81,0.032562,9959,508,21,5f231ebf24077f48fc3795c555f55293,_#..$..H.7..U.R.,0
14500,82,0.032257,3656,499,8,f60ddeadea803a2cb0fd5b3e7dfcbc12,"......:,..[>}...",0
14500,54,0.029236,8650,516,20,5b3e7dfc493482cd2cf8deba205d386d,"[>}.I4..,..._]8m",0
14500,44,0.027679,3438,495,8,412c8a725b3e7db79d71a42c1bd5ecdc,"A,.r[>}..q.,....",0
14500,83,0.024048,2752,404,7,d3f22cb0a45b3e7dfcea8a032c2c0de2,"..,..[>}....,,..",0
15000,84,0.050201,7406,798,11,b0fd5b3e7db68eace2a52c5673b1a25d,"..[>}.....,Vs..]",0
15000,47,0.044891,6072,1391,7,e6ad27c94a2cb0275b3e7dfc0192112c,"..'.J,.'[>}....,",0
15000,85,0.037354,6127,1028,7,275b3e7dfc0192112c2c9773aa45208e,"'[>}....,,.s.E_.",0
15000,86,0.035858,6601,670,12,18803a2cdbfd5b3e7dfcbc12a1a52c56,"..:,..[>}.....,V",0
15000,87,0.028412,5621,890,9,37e08b5549525bb68ccd49329ee43db7,7..UIR[...I2..=.,0
15000,88,0.024078,4572,632,8,8043468f8a83ad98e0f62c519d6d4a7d,".CF.......,Q.mJ}",0
15500,68,0.088165,21529,1014,30,fab949e6ad9893f22cb6375b3e7dfcea,"..I.....,.7[>}..",0
15500,89,0.056305,7383,723,14,8003c28abcaf6a6aba842c6bec5b3e7d,"......jj..,k.[>}",0
15500,85,0.046783,9699,897,14,375b3e7dfcea927e6a2c35738e9be18e,"7[>}...~j,5s....",0
15500,49,0.040833,3788,622,8,5b3e7db79d711a2c5dd58bdc6a5d639c,"[>}..q.,]...j]c.",0
15500,90,0.034546,8573,640,16,f6d4fcad27c94ac9f9275b3e7dfc0192,....'.J..'[>}...,0
15500,91,0.029724,8508,699,16,86ca2c0db2e79b5d40809946ba8a83ad,"..,....]@..F....",0
16000,86,0.057831,8151,479,18,eaa63a2cb0fd5b3e7dfcbc6ca13a2c5c,"..:,..[>}..l.:,\",0
16000,82,0.054718,7314,756,13,faf60db82cea80992cb0fd5b3e7df7bc,"....,...,..[>}..",0
16000,92,0.050995,23784,942,39,245b3e7dae57a050ca2cbcb2909b5d40,"$[>}.W.P.,....]@",0
16000,93,0.045837,11308,504,26,5f610c97ae2c8a165b3e7d0f9d71a42c,"_a...,..[>}..q.,",0
16000,85,0.03302,4693,497,11,4a6df9275b3e7dfc8f92112c2c9773aa,"Jm.'[>}....,,.s.",0
16000,94,0.026855,8032,626,15,f3753529224454886e5d7caccbbf4607,".u5)""DT.n]|...F.",0
16500,85,0.049011,7466,556,17,b0a25b3e7d420192112c2c9773aa4520,"..[>}B...,,.s.E_",0
16500,91,0.048798,7211,781,15,50ca2cbcb245f75d408043a58f6f83ad,"P.,..E.]@.C..o..",0
16500,92,0.037476,4294,631,8,5b3e7dae57a050ca2cbcb2909b5d4039,"[>}.W.P.,....]@9",0
16500,95,0.033661,4142,529,9,802cfaf635e60d27c94a2cb0275b3e7d,".,..5..'.J,.'[>}",0
16500,96,0.032288,2862,639,6,8f46682c8ebe5b3e7d6d1906ba3172f8,".Fh,..[>}m...1r.",0
16500,97,0.031433,6822,539,14,c94a6df9275b3e7dfc8f92112c2c9773,".Jm.'[>}....,,.s",0
17000,97,0.058319,6449,783,12,c94971f9275b3e7df301a7432c2c2873,".Iq.'[>}...C,,(s",0
17000,98,0.043335,6032,790,11,c20dc38b6a5d639cf8810103be103271,....j]c.......2q,0
17000,99,0.035614,5934,594,12,f6e85b3e7db79d711a2c5d0c5edc6a5d,"..[>}..q.,].^.j]",0
17000,90,0.030792,5050,559,10,35e60d27c94a2cb0275b3e7dfc019211,"5..'.J,.'[>}....",0
17000,100,0.030609,6199,532,13,5bfd5b3e7d0801ca8f3a2c5c73aa945d,"[.[>}....:,\s..]",0
17000,101,0.027618,5086,742,8,aa4520d28260ec79e9886e5d7be514bf,.E_..`.y..n]{...,0
17500,102,0.058044,14190,854,26,fd5b3e7dfcbc12f83a2cb873fc995d1b,".[>}....:,.s..].",0
17500,103,0.041016,10700,757,21,8a165b3e7d0f2f71a42c72808b5e6a5d,"..[>}./q.,r..^j]",0
17500,104,0.03595,6508,607,14,2cbfa25b3e7dc75792482c529762aa1d,",..[>}.W.H,R.b..",0
17500,105,0.030579,6758,541,14,2b4a6036fbb59ec28113866afae95334,+J`6.......j..S4,0
17500,106,0.027435,5264,699,10,0a5b801c5f2c8c55cc3e7dfc499404cd,".[.._,.U.>}.I...",0
17500,107,0.027191,2567,472,6,4971f9275b3e7df301a7432c2c2873aa,"Iq.'[>}...C,,(s.",0
18000,92,0.050415,20572,867,39,f22ca8245b3e7dae57a050ca2cbcb243,".,.$[>}.W.P.,..C",0
18000,108,0.030701,2868,428,7,dead98d7b4245be0313e7d20bcac402c,".....$[.1>}_..@,",0
18000,109,0.025391,5046,802,9,9d6d4ac32b43879e0613d573ad9b4240,.mJ.+C.....s..B@,0
18000,110,0.024536,4654,405,12,3e7d6690c73f2c51d51cdc5f5dbe9cb3,">}f..?,Q..._]...",0
18000,111,0.024384,6567,763,11,82fc2427c94971f9275b3e7df3d4a743,..$'.Iq.'[>}...C,0
18000,112,0.022461,4070,732,6,80802ab5fe9bd48f42272c4b655b3e7d,"..*.....B',Ke[>}",0
18500,113,0.03891,8345,637,16,fd5b3e7d4a5aac3a712cb17afd915d57,".[>}JZ.:q,.z..]W",0
18500,114,0.02951,6430,484,14,5b3e7df7bcbd4b042c56c40e995d279b,"[>}...K.,V...]'.",0
18500,115,0.026794,4294,813,7,5b3e7d4f78713f2cedd58bdc5f5d636d,"[>}Oxq?,...._]cm",0
18500,116,0.026154,3398,438,8,9465d60d7cadea9f932cb0105b3e7dee,".e..|....,..[>}.",0
18500,112,0.025116,4461,779,7,2ab5fe9bd48f42272c4b655b3e7defd3,"*.....B',Ke[>}..",0
18500,117,0.023865,7074,674,15,42272c4b655b3e7defd3dbcb9a2ca399,"B',Ke[>}.....,..",0
19000,118,0.08255,21456,933,34,d8c3e1f22c7e245b3e7dae575a50ca2c,"....,~$[>}.WZP.,",0
19000,119,0.033875,5059,574,10,5a50ca2cbcb243c55d9339b3df805865,"ZP.,..C.].9...Xe",0
19000,117,0.027679,8871,792,17,d48f423d2c4b655b3e7defd3e5cb9a2c,"..B=,Ke[>}.....,",0
19000,120,0.021545,2166,602,4,742cb0fe5b3e7d70bc79a10a2ca6d4f2,"t,..[>}p.y..,...",0
19000,121,0.021332,6645,600,13,1f2c98c40e995d1b9b289e94335d85e8,".,....]..(..3]..",0
19000,122,0.019775,9400,611,18,5b3e7dfcbc6cf5272cbf6daa565d0144,"[>}..l.',.m.V].D",0
19500,114,0.033203,6105,594,12,b0fd5b3e7df7bcbd4b1f2c98c40e995d,"..[>}...K.,....]",0
19500,123,0.030426,4240,598,10,6b5e46635f3a2cb8b3fcd35d689fc39e,"k^Fc_:,....]h...",0
19500,124,0.028778,2413,586,5,4e4cb91d90049c1d9eaef52eef027979,NL............yy,0
19500,125,0.028748,6203,778,13,1d9eaef52eef02797960c3f4d30ebdfc,.......yy`......,0
19500,126,0.026184,2846,430,7,e6c90c5b352c63725b3e7d4f783f3f2c,"...[5,cr[>}Ox??,",0
19500,127,0.023834,8451,668,15,60c3f4d30ebdfc5e1b055dee10c1ae6e,`......^..]....n,0
20000,114,0.044647,10312,687,18,5b3e7dfabcbd4b042c56c40ecbba1e9b,"[>}...K.,V......",0
20000,118,0.038116,8880,580,18,e1692c7e085b3e7d74575a50ca2cbc57,".i,~.[>}tWZP.,.W",0
20000,128,0.036255,6346,692,12,80094ee8aa0a5b3913402caf55603e7d,"..N...[9.@,.U`>}",0
20000,129,0.031158,3234,577,7,b0105b3e7dee4612be3a2cb8d20b4814,"..[>}.F..:,...H.",0
20000,130,0.030487,8120,870,13,5b3e7df383a7432c1492c44f1bab0bc5,"[>}...C,...O....",0
20000,120,0.029907,7213,765,13,742cb0fe5b3e7d70bc79a10a2ca6d4f2,"t,..[>}p.y..,...",0
20500,92,0.072418,19647,867,38,5b3e7daeae5a50ca2cbc8743c55d9339,"[>}..ZP.,..C.].9",0
20500,131,0.030304,5610,937,7,80bd618a4031d8c687f22c7e375b3e7d,"..a.@1....,~7[>}",0
20500,114,0.025818,3675,453,9,5b3e7df735bd4b1f2c98c40e995d1b9b,"[>}.5.K.,....]..",0
20500,132,0.020691,4736,596,10,ffdb952fc598dca9b1a9ce5b18eb2b52,.../.......[..+R,0
20500,133,0.019409,5686,578,12,0e995d1b9b289e94330f85e87b4e3f8d,..]..(..3...{N?.,0
20500,134,0.018951,5951,449,14,2cedd58b515f5d6375b39c02e2249869,",...Q_]cu....$.i",0
21000,135,0.057343,9759,763,19,ef02797960c3f4d303bdbe081b055dee,..yy`.........].,0
21000,45,0.043701,12101,693,22,802cfaf60db8ad5080d32c36025b3e7d,".,.....P..,6.[>}",0
21000,129,0.042572,15899,793,27,b32c105b3e7dc04612be892cb87f530a,".,.[>}.F...,..S.",0
21000,136,0.032471,6155,1033,8,7d4f7871e12ceffa4cb91690049c1d9e,"}Oxq.,..L.......",0
21000,137,0.032013,6903,544,14,530a141b9f5d545d41e1db952f5398c3,S....]T]A.../S..,0
21000,103,0.0289,8231,852,15,5b3e7d0fef71a42c7280a8e46a5d636c,"[>}..q.,r...j]cl",0
21500,138,0.047607,15403,535,35,3e7d7fae5650ca2cbc8753c55dfb51df,">}..VP.,..S.].Q.",0
21500,139,0.038147,6150,642,14,9f932cb0015b3e7da2ff12be232c7304,"..,..[>}....#,s.",0
21500,140,0.033203,5982,657,11,b8adea9290d39efd5b3e7df7bcb74b1f,........[>}...K.,0
21500,129,0.032349,2815,932,5,2c105b3e7dc04612be892cb87f530a14,",.[>}.F...,..S..",0
21500,124,0.031525,5333,833,9,e12ceffa4cb91690049c1d9eaef52eef,".,..L...........",0
21500,141,0.027039,5344,700,10,5eb0019919b5cea054d9d6f50540490d,^.......T....@I.,0
22000,142,0.083252,19869,1267,30,2c63365b3e7d4f7871e12ceff34ca01d,",c6[>}Oxq.,..L..",0
22000,116,0.05304,5121,673,10,80c765d6c288adea9f932cb0015b3e7d,"..e.......,..[>}",0
22000,125,0.049225,6251,614,12,9efff52ece02797960c3f4eb0ebd7f08,......yy`.......,0
22000,143,0.03476,4724,658,9,be232c7f04a9ca5da79fe5653220c3c1,".#,....]...e2_..",0
22000,144,0.028229,5339,674,9,b0fe5b3e7ddaa10a2ca6820a125d4d95,"..[>}...,....]M.",0
22000,145,0.027679,3437,458,8,743220c3c1efa95257cfeb2b2560e852,t2_....RW..+%`.R,0
22500,146,0.046509,10714,871,18,1c592ce6120c5e412c63f65b3e7d4f78,".Y,...^A,c.[>}Ox",0
22500,147,0.04541,8183,850,14,64595b3e7d5e7692e82c52978e8f8520,"dY[>}^v..,R...._",0
22500,119,0.04184,15519,687,28,bb5a50b82cbc9a43f75d93398cdf5458,".ZP.,..C.].9..TX",0
22500,148,0.033173,3453,618,7,8a403156320ef22c7e375b3e7df8bb5a,".@1V2..,~7[>}..Z",0
22500,131,0.033112,4679,583,9,80bd68704031bbc673f22c69375b3e7d,"..hp@1..s.,i7[>}",0
22500,149,0.032471,6766,527,14,af0acc3e7d181294007974c3e1d303bd,...>}....yt.....,0
23000,142,0.076141,15578,703,30,b35b3e7d30f03de12ceff34ca01d7852,".[>}0.=.,..L..xR",0
23000,149,0.068115,27147,1467,34,2caf0acc3e7d181294007960c3e1bc03,",...>}....y`....",0
23000,150,0.031281,6477,508,13,e46a5d1f6cf8f80154028bce49e7d2fe,.j].l...T...I...,0
23000,151,0.03064,8518,800,13,97ed6367ef5b3e7dbd51a7432c149265,"..cg.[>}.Q.C,..e",0
23000,131,0.026428,3202,848,5,80bd68704031bbc673f22c69375b3e7d,"..hp@1..s.,i7[>}",0
23000,152,0.025482,2552,739,4,faf682fcc72797ed6367ef5b3e7dbd51,.....'..cg.[>}.Q,0
23500,153,0.069702,22185,1877,14,975deed9959b9040414257cab0e0602c,".].....@ABW...`,",0
23500,154,0.067932,26558,1792,16,37cae6e80c5bda2c71a6203e7d000000,"7....[.,q._>}...",0
23500,155,0.065826,19455,1846,12,442caf0acc3e7d2c122b007960c31df7,"D,...>},.+.y`...",0
23500,156,0.051086,11044,1640,7,00680096391c442caf0acc3e7d2c122b,".h..9.D,...>},.+",0
23500,157,0.04657,7659,602,15,5b3e7df8ae5a6aa82c5eec43f75d9339,"[>}..Zj.,^.C.].9",0
23500,151,0.039978,4674,797,9,2797ed6367ef5b3e7dbd51a7432c1492,"'..cg.[>}.Q.C,..",0
24000,158,0.055481,12280,794,19,adadc92cb3cb885b3e7df57601e82c52,"...,...[>}.v..,R",0
24000,159,0.037506,6757,604,12,71edd1effa4cdf1690c49c1d330ff50a,q....L......3...,0
24000,160,0.036987,11608,915,19,5b412cf4d31e3e7d2c5f71edd1effa4c,"[A,...>},_q....L",0
24000,161,0.026672,4180,538,8,ea1a482cb0fe5b3e7db78b0a2c608a97,"..H,..[>}...,`..",0
24000,162,0.02597,2021,842,3,385deed03daebd519f6a98f7926cae40,8]..=..Q.j...l.@,0
24000,163,0.025085,2551,584,5,ffb3aeb757a897b6a18a94f2c1ec2ae8,....W.........*.,0
24500,164,0.058838,11430,982,20,58fd5b3e7df70847ea1f2ce6c40e4f5d,"X.[>}..G..,...O]",0
24500,165,0.046417,4507,688,8,802ce50f12f450ea7e906758fd5b3e7d,".,....P.~.gX.[>}",0
24500,166,0.042938,6559,514,15,80dcbc372c34120c51414cae365b3e7d,"...7,4..QAL.6[>}",0
24500,167,0.037384,4266,652,7,986edd2ce6121d42178f63a45b3e7d4f,".n.,...B..c.[>}O",0
24500,168,0.026886,5250,438,13,5d83edae2f4a1e12556480dcbc372c34,"].../J..Ud...7,4",0
24500,169,0.026398,2617,458,6,efad2ce0999ed5f52eb702792160bc73,"..,........y!`.s",0
25000,170,0.063995,17786,1106,26,3a5b3e7dbd51a7b52c141065b71b2623,":[>}.Q..,..e..&#",0
25000,142,0.059113,17655,758,31,8f63a45b3e7d4fa33de12c2ef34ca01d,".c.[>}O.=.,..L..",0
25000,171,0.055298,10183,923,15,6c6a685d30e5d5b7141e80b2154103a8,ljh]0........A..,0
25000,152,0.045349,10716,865,19,c36dfac282e7c72797edcc673a5b3e7d,.m.....'...g:[>},0
25000,165,0.038788,5107,563,10,802ce50f12f450ea7e906758fd5b3e7d,".,....P.~.gX.[>}",0
25000,167,0.034363,6430,651,12,986edd2ce6121d42178f63a45b3e7d4f,".n.,...B..c.[>}O",0
25500,170,0.072906,22979,1011,34,5b3e7d7e24a7b52c9610a7b71b2623e9,"[>}~$..,.....&#.",0
25500,172,0.052185,10430,728,19,a03e7d2c0d71ed0ceffa48df168ec49c,".>},.q....H.....",0
25500,142,0.037689,10416,721,18,420b6b63be5b3e7d4fa371de2ceff34c,"B.kc.[>}O.q.,..L",0
25500,173,0.036316,4065,691,7,b729262350c622bb6c6a685d30e5d5b7,".)&#P."".ljh]0...",0
25500,174,0.031281,4788,579,10,02bcc6102cfcd86dfac2bfe7c7809795,"....,..m........",0
25500,175,0.027588,4303,690,7,63365b3e8cd51b22c62cef542aa0efad,"c6[>..."".,.T*...",0
26000,176,0.041687,7169,727,12,4a1c37dfb0c60c5b9c2cf4d31e3e7d2c,"J.7....[.,...>},",0
